"company_name","tier","sub_sector","geography","town","postcode","employee_count_estimate","website","careers_portal","contact_name","contact_title","contact_email","email_confidence","source_url","personalisation_hook","excluded_reason","date_scoped","status"
"Murphy Collins","B","Accountancy & business advisory","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 1AS","","https://www.murphycollins.co.uk","no","Andrew Murphy","Director","info@murphycollins.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/15677260/officers","A Rochford accountancy and business-advisory practice (founded 2024) blending accounts with growth advisory.","","2026-07-22",""
"First Class Financial Solutions","A","IFA / mortgage brokerage","South Essex (Rochford/Rayleigh belt)","Wickford","SS11 8YB","4-5","https://fcfs.org.uk","no","Martin Stone","Director / Founder","martin.stone@fcfs.org.uk","published","https://fcfs.org.uk/our_team","A Wickford independent financial adviser and mortgage brokerage (est. 2006) advising personal and commercial clients. [email pattern: firstname.surname@fcfs.org.uk]","","2026-07-22",""
"Blue Ocean Independent Financial Planning","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Wickford","SS11 8LT","","https://blueoceanifp.co.uk","no","Manish Sengar","Director","info@blueoceanifp.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/11816795/officers","A Wickford chartered independent financial adviser covering retirement, investments, equity release and final-salary transfers.","","2026-07-22",""
"Cooper & Co","B","Accountancy & tax","South Essex (Grays/Thurrock)","Grays","RM17 5TX","","https://www.cctax.co.uk","no","Clare Cooper","Partner (FCCA)","mail@cctax.co.uk","generic","https://www.cctax.co.uk/meet-the-team","A Grays firm of accountants and tax advisers serving Essex clients for over 50 years.","","2026-07-22",""
"Cooper & Co","B","Accountancy & tax","South Essex (Grays/Thurrock)","Grays","RM17 5TX","","https://www.cctax.co.uk","no","Robert Baxter","Partner (FCCA)","mail@cctax.co.uk","generic","https://www.cctax.co.uk/meet-the-team","A Grays firm of accountants and tax advisers serving Essex clients for over 50 years.","","2026-07-22",""
"Rosser Accountants Ltd","B","Accountancy & tax","South Essex (Grays/Thurrock)","Grays","RM17 6BU","","https://rosseraccountants.co.uk","no","Ian Swycher","Director & Owner","info@rosseraccountants.co.uk","generic","https://rosseraccountants.co.uk/our-team/","A Grays chartered accountancy practice serving local SMEs and individuals.","","2026-07-22",""
"Brookes Accounting Services Ltd","B","Accountancy & tax","South Essex (Grays/Thurrock)","Grays","RM17 5DL","","https://www.brookesaccounting.co.uk","no","Tammy Headley","Principal / Chartered Tax Adviser","info@brookesaccounting.co.uk","generic","https://www.brookesaccounting.co.uk/","A family-run Grays accountancy practice with a Chartered Tax Adviser, specialising in small businesses.","","2026-07-22",""
"CR Bland Baker Ltd","B","Accountancy & corporate finance","South Essex (Grays/Thurrock)","Grays","RM17 5RY","","https://clayratnage.co.uk","no","Steven James Garrod","Director","info@blandbaker.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/13794273/officers","A Thurrock accountancy firm (est. 1979) advising SMEs on accounts, corporate finance and business growth (Clay Ratnage group).","","2026-07-22",""
"Trueman Brown Chartered Accountants","B","Accountancy & tax","South Essex (Grays/Thurrock)","South Ockendon","RM15 6EU","","https://truemanbrown.co.uk","no","Mark","Principal","mark@truemanbrown.co.uk","published","https://truemanbrown.co.uk/contact-us/","A local firm of chartered accountants serving South Ockendon, Grays and Tilbury SMEs.","","2026-07-22",""
"Coversure Insurance Services (Thurrock)","B","Insurance broker","South Essex (Grays/Thurrock)","Grays","RM17 6DZ","","https://www.coversure.co.uk","no","","","Thurrock@coversure.co.uk","generic","https://www.coversure.co.uk","An independently run commercial and personal insurance broker (a Coversure branch) in Grays.","","2026-07-22",""
"Wrightsure Services Ltd","B","Insurance broker","South Essex (Grays/Thurrock)","West Thurrock","RM20 3LH","","https://www.wrightsure.com","no","David Graham","Managing Director","","","https://www.wrightsure.com/contact/essex-location","An independent commercial insurance broker (est. 1975) with a haulage and coach specialism, based at West Thurrock.","","2026-07-22",""
"Bull Wealth Management Ltd","A","Private wealth management (SJP)","South Essex (Grays/Thurrock)","Grays","RM17 5TB","","https://www.bullwm.co.uk","no","Mark Bull","Principal","","","https://www.bullwm.co.uk/","A small Grays wealth-planning practice (St. James's Place).","","2026-07-22",""
"Thomas Oliver UK LLP (Grays office)","B","Mortgage & financial advice","South Essex (Grays/Thurrock)","Grays","RM17 6LY","","https://www.thomasoliveruk.co.uk","no","Marian Isciuc","Mortgage Broker & Financial Adviser","","","https://www.thomasoliveruk.co.uk/mortgage-advisers-brokers-in-grays","The Grays office of a mortgage and financial-advice firm (appointed representative of The Openwork Partnership).","","2026-07-22",""
"Sterling & Law Group plc","A","Wealth management / IFA","City/Canary Wharf (Essex office)","Chelmsford","","","https://www.sterlingandlaw.com","no","Daniel Mayman","Independent Financial Adviser (Chelmsford)","dan@sterlingandlaw.com","published","https://www.sterlingandlaw.com/locations/independent-financial-adviser-chelmsford/","A City-registered wealth-management and IFA firm (110 Bishopsgate) that operates a Chelmsford Essex office.","","2026-07-22",""
"CBHC Ltd","B","Chartered accountancy & business advisory","South Essex (Chelmsford)","Chelmsford","CM1 1NH","","https://www.cbhc.uk.com","no","Ian Harris","CEO","ian.harris@cbhc.uk.com","published","https://www.cbhc.uk.com/about-us/meet-the-team/","An ICAEW-registered Chelmsford accountancy and business-advisory firm offering strategic and corporate finance advice.","","2026-07-22",""
"CBHC Ltd","B","Chartered accountancy & business advisory","South Essex (Chelmsford)","Chelmsford","CM1 1NH","","https://www.cbhc.uk.com","no","Peter Sartain","Director","peter.sartain@cbhc.uk.com","published","https://www.cbhc.uk.com/about-us/meet-the-team/","An ICAEW-registered Chelmsford accountancy and business-advisory firm offering strategic and corporate finance advice.","","2026-07-22",""
"CBHC Ltd","B","Chartered accountancy & business advisory","South Essex (Chelmsford)","Chelmsford","CM1 1NH","","https://www.cbhc.uk.com","no","Daniel Munro","Director","daniel.munro@cbhc.uk.com","published","https://www.cbhc.uk.com/about-us/meet-the-team/","An ICAEW-registered Chelmsford accountancy and business-advisory firm offering strategic and corporate finance advice.","","2026-07-22",""
"Optimum Financial Solutions","A","IFA / financial planning","South Essex (Chelmsford)","Chelmsford","CM2 6LU","","https://www.optimumfinancial.co.uk","no","Peter Sharman","Director","peter@optimumfinancial.co.uk","published","https://www.optimumfinancial.co.uk/ouradvisers.php","An independent financial adviser in Chelmsford advising private clients on investments, pensions and protection.","","2026-07-22",""
"Optimum Financial Solutions","A","IFA / financial planning","South Essex (Chelmsford)","Chelmsford","CM2 6LU","","https://www.optimumfinancial.co.uk","no","Chris Ellis","Director","chris@optimumfinancial.co.uk","published","https://www.optimumfinancial.co.uk/ouradvisers.php","An independent financial adviser in Chelmsford advising private clients on investments, pensions and protection.","","2026-07-22",""
"Delta Wealth Management (Chelmsford) Ltd","A","Wealth management (SJP Appointed Representative)","South Essex (Chelmsford)","Boreham","CM3 3AN","","https://www.deltachelmsford.co.uk","no","Daniel Harris","Director","","","https://www.deltachelmsford.co.uk/","A Chelmsford wealth-management practice (St. James's Place) near Boreham.","","2026-07-22",""
"Edmund Carr LLP","B","Chartered accountancy & tax","South Essex (Chelmsford)","Chelmsford","CM2 0AW","","https://www.edmund-carr.co.uk","no","Stewart Paul Martin","Partner (LLP Designated Member)","","","https://find-and-update.company-information.service.gov.uk/company/OC333955/officers","A long-established seven-partner Chelmsford chartered accountancy firm offering accounts, audit and tax.","","2026-07-22",""
"Edmund Carr LLP","B","Chartered accountancy & tax","South Essex (Chelmsford)","Chelmsford","CM2 0AW","","https://www.edmund-carr.co.uk","no","Thomas York","Partner (LLP Designated Member)","","","https://find-and-update.company-information.service.gov.uk/company/OC333955/officers","A long-established seven-partner Chelmsford chartered accountancy firm offering accounts, audit and tax.","","2026-07-22",""
"Mayor Cuttle & Co Ltd","B","Chartered accountancy & tax","South Essex (Chelmsford)","Chelmsford","CM2 0AD","","https://www.mayorcuttle.co.uk","no","Joanne Sara Brace","Director","","","https://find-and-update.company-information.service.gov.uk/company/15258973/officers","A Chelmsford chartered accountancy firm established in the 1920s, serving local businesses and individuals.","","2026-07-22",""
"Mayor Cuttle & Co Ltd","B","Chartered accountancy & tax","South Essex (Chelmsford)","Chelmsford","CM2 0AD","","https://www.mayorcuttle.co.uk","no","Stephen William Evans","Director","","","https://find-and-update.company-information.service.gov.uk/company/15258973/officers","A Chelmsford chartered accountancy firm established in the 1920s, serving local businesses and individuals.","","2026-07-22",""
"Financial Service Solutions","A","IFA / financial planning & insurance broking","South Essex (Chelmsford)","Chelmsford","","","https://www.financialservicesolutions.co.uk","no","Jabez Persaud","Principal & Managing Director","","","https://www.financialservicesolutions.co.uk/about-us","A family-run Chelmsford IFA, insurance and commercial-mortgage brokerage with 45+ years in business.","","2026-07-22",""
"Ascend Broking Group Ltd","B","Commercial insurance broker","South Essex (Chelmsford)","Chelmsford","CM2 5LB","11-50","https://ascendbroking.co.uk","no","Matthew Collins","Managing Director & Founder","matthew.collins@ascendbroking.co.uk","published","https://ascendbroking.co.uk/about-us/our-people","A ~30-staff independent commercial insurance broker in Chelmsford, founded 2017.","","2026-07-22",""
"Ascend Broking Group Ltd","B","Commercial insurance broker","South Essex (Chelmsford)","Chelmsford","CM2 5LB","11-50","https://ascendbroking.co.uk","no","Matt Price","Broking Director","matt.price@ascendbroking.co.uk","published","https://ascendbroking.co.uk/about-us/our-people","A ~30-staff independent commercial insurance broker in Chelmsford, founded 2017.","","2026-07-22",""
"Ascend Broking Group Ltd","B","Commercial insurance broker","South Essex (Chelmsford)","Chelmsford","CM2 5LB","11-50","https://ascendbroking.co.uk","no","Jo Fowler","Finance Director","jo.fowler@ascendbroking.co.uk","published","https://ascendbroking.co.uk/about-us/our-people","A ~30-staff independent commercial insurance broker in Chelmsford, founded 2017.","","2026-07-22",""
"Fiducia Wealth Management Ltd","A","IFA / discretionary investment management","South Essex (Chelmsford)","Chelmsford","CM1 1HT","","https://www.fiduciawealth.co.uk","no","Gordon Kearney","Managing Director & Financial Adviser","","","https://www.fiduciawealth.co.uk/about/our-team/","A multi-award-winning chartered IFA and discretionary investment manager, with a Chelmsford office.","","2026-07-22",""
"Fiducia Wealth Management Ltd","A","IFA / discretionary investment management","South Essex (Chelmsford)","Chelmsford","CM1 1HT","","https://www.fiduciawealth.co.uk","no","Susie Laws","Director & Chartered Financial Planner","","","https://www.fiduciawealth.co.uk/about/our-team/","A multi-award-winning chartered IFA and discretionary investment manager, with a Chelmsford office.","","2026-07-22",""
"Blackwater Wealth Management Ltd","A","Wealth management (SJP Senior Partner Practice)","South Essex (Chelmsford)","South Woodham Ferrers","CM3 5NG","","https://www.blackwaterwealthmanagement.co.uk","no","Samantha Mawdsley","Managing Director","","","https://www.blackwaterwealthmanagement.co.uk/about/meet-the-team/listing","A South Woodham Ferrers wealth-management practice (a St. James's Place Senior Partner Practice).","","2026-07-22",""
"Blackwater Wealth Management Ltd","A","Wealth management (SJP Senior Partner Practice)","South Essex (Chelmsford)","South Woodham Ferrers","CM3 5NG","","https://www.blackwaterwealthmanagement.co.uk","no","Gregory Mawdsley","Adviser","","","https://www.blackwaterwealthmanagement.co.uk/about/meet-the-team/listing","A South Woodham Ferrers wealth-management practice (a St. James's Place Senior Partner Practice).","","2026-07-22",""
"Birkett Long IFA LLP","A","IFA / financial planning","South Essex (Chelmsford)","Chelmsford","CM1 1SW","","https://www.birkettlongifa.co.uk","no","Paul Chilver","Director, Financial Planning Manager","enquiry@birkettlong.co.uk","generic","https://www.birkettlongifa.co.uk/site/people/profile/paul.chilver","The independent financial advice arm of regional law firm Birkett Long, with a Chelmsford office.","","2026-07-22",""
"Advance Wealth Limited","A","Wealth planning / financial planning","South Essex (Chelmsford)","Chelmsford","CM1 7EQ","","https://www.advancewealth.co.uk","no","Chris Clark","Managing Director & Senior Wealth Planner","advice@advancewealth.co.uk","generic","https://www.advancewealth.co.uk/meet-our-financial-advisers","A Chelmsford wealth-planning firm advising private clients on investments and retirement.","","2026-07-22",""
"Advance Wealth Limited","A","Wealth planning / financial planning","South Essex (Chelmsford)","Chelmsford","CM1 7EQ","","https://www.advancewealth.co.uk","no","Stephen May","Senior Wealth Planner & Head of Client Services","advice@advancewealth.co.uk","generic","https://www.advancewealth.co.uk/meet-our-financial-advisers","A Chelmsford wealth-planning firm advising private clients on investments and retirement.","","2026-07-22",""
"Shirley Smith & Co Ltd","B","Chartered accountancy with corporate finance / M&A advisory","South Essex (Chelmsford)","South Woodham Ferrers","","","https://www.shirleysmithco.co.uk","no","Trevor James Smith","Director","info@shirleysmithco.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/03716958/officers","A 40-year Essex accountancy firm offering M&A and disposals alongside audit and tax, with Chelmsford and South Woodham Ferrers offices.","","2026-07-22",""
"Shirley Smith & Co Ltd","B","Chartered accountancy with corporate finance / M&A advisory","South Essex (Chelmsford)","South Woodham Ferrers","","","https://www.shirleysmithco.co.uk","no","Daniel Keith Baxter","Director","info@shirleysmithco.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/03716958/officers","A 40-year Essex accountancy firm offering M&A and disposals alongside audit and tax, with Chelmsford and South Woodham Ferrers offices.","","2026-07-22",""
"Buckley Watson","B","Chartered accountancy, audit & tax","South Essex (Chelmsford)","Chelmsford","","11-50","https://buckleywatson.co.uk","no","Craig Ewins-Jones","Director (Chelmsford office)","","","https://buckleywatson.co.uk/people/","An independent Essex chartered accountancy and audit firm (~40 staff) with Chelmsford and Leigh-on-Sea offices.","","2026-07-22",""
"Buckley Watson","B","Chartered accountancy, audit & tax","South Essex (Chelmsford)","Chelmsford","","11-50","https://buckleywatson.co.uk","no","Spencer Watson","Managing Director & Founder","","","https://buckleywatson.co.uk/people/","An independent Essex chartered accountancy and audit firm (~40 staff) with Chelmsford and Leigh-on-Sea offices.","","2026-07-22",""
"Rock Wealth (Chelmsford)","A","IFA / investment management","South Essex (Chelmsford)","Chelmsford","CM1 1HT","","https://rockwealthchelmsford.co.uk","no","Dylan Ellis","Director & Financial Planner","dylan.ellis@rockwealth.co.uk","published","https://rockwealthchelmsford.co.uk/","An evidence-based, fixed-fee financial planning and investment management firm in Chelmsford.","","2026-07-22",""
"Norfolk Wealth Management","A","Wealth management / financial planning (SJP)","Norwich (wider ring)","Thorpe St Andrew","NR7 0EP","","https://www.norfolkwealthmanagement.co.uk/","no","Daniel Hurren","Financial Adviser","","","https://www.norfolkwealthmanagement.co.uk/","A small Thorpe St Andrew wealth-management practice (St. James's Place).","","2026-07-22",""
"Gascoynes","B","Chartered accountants / tax","Norwich (wider Norfolk)","Wymondham","NR18 0SW","","https://gascoynes.co.uk/","no","Mark Thurston","Director (heads Norfolk branch)","mark.thurston@gascoynes.co.uk","published","https://gascoynes.co.uk/contact/norwich/","A Suffolk-Norfolk firm of chartered accountants with a Wymondham branch serving local SMEs.","","2026-07-22",""
"ML Financial Associates","A","IFA / financial planning","Norwich (wider Norfolk)","Wymondham","NR18 0SW","","https://www.mlfinancialassociates.co.uk/","no","Simon Lister","Director","info@mlfa.co.uk","generic","https://www.mlfinancialassociates.co.uk/","A Wymondham independent financial adviser with 70+ years' combined advising experience.","","2026-07-22",""
"ML Financial Associates","A","IFA / financial planning","Norwich (wider Norfolk)","Wymondham","NR18 0SW","","https://www.mlfinancialassociates.co.uk/","no","Craig McClurg","Director","","","https://www.mlfinancialassociates.co.uk/","A Wymondham independent financial adviser with 70+ years' combined advising experience.","","2026-07-22",""
"One Broker","B","Insurance broker (commercial & personal lines)","Norwich (wider ring)","Thorpe St Andrew","NR7 0HR","","https://onebroker.co.uk/","no","Scott Jarvis","Broking Director","","","https://onebroker.co.uk/about-us/leadership/","An independent commercial and personal-lines insurance broker headquartered in Thorpe St Andrew, with offices across East Anglia.","","2026-07-22",""
"One Broker","B","Insurance broker (commercial & personal lines)","Norwich (wider ring)","Thorpe St Andrew","NR7 0HR","","https://onebroker.co.uk/","no","Stuart Brown","Branch Director","hello@onebroker.co.uk","generic","https://onebroker.co.uk/about-us/leadership/","An independent commercial and personal-lines insurance broker headquartered in Thorpe St Andrew, with offices across East Anglia.","","2026-07-22",""
"Warners Financial Services","A","Financial planning / mortgages / estate planning","Norwich (wider Norfolk)","Wymondham","NR18 0AJ","~14","https://warnersfs.co.uk/","no","Keith Hood","Managing Director & Adviser","keith@warnersfs.co.uk","published","https://warnersfs.co.uk/about/","A 14-strong family firm in Wymondham offering financial planning, mortgages and estate planning.","","2026-07-22",""
"Warners Financial Services","A","Financial planning / mortgages / estate planning","Norwich (wider Norfolk)","Wymondham","NR18 0AJ","~14","https://warnersfs.co.uk/","no","Jill Pullin","Director, Warners Estate Planning","jill@warnersfs.co.uk","published","https://warnersfs.co.uk/about/","A 14-strong family firm in Wymondham offering financial planning, mortgages and estate planning.","","2026-07-22",""
"Insight Financial Associates","A","IFA / wealth management","Norwich (wider ring)","Hellesdon","NR6 6BF","50-100","https://www.insightifa.com/","no","Daniel Appleton","Director","","","https://www.insightifa.com/company/meet-the-team/","One of East Anglia's larger independent financial advice firms, based in Hellesdon, Norwich.","","2026-07-22",""
"Insight Financial Associates","A","IFA / wealth management","Norwich (wider ring)","Hellesdon","NR6 6BF","50-100","https://www.insightifa.com/","no","Mike Phillips","Director","","","https://www.insightifa.com/company/meet-the-team/","One of East Anglia's larger independent financial advice firms, based in Hellesdon, Norwich.","","2026-07-22",""
"Eastfield Accountants","B","Chartered certified accountants","Norwich (wider ring)","Blofield","NR13 4RR","","https://eastfieldaccountants.co.uk/","no","Mark Noakes","Director / Principal","","","https://eastfieldaccountants.co.uk/contact/","A small Blofield accountancy practice specialising in tax planning, business advisory and bookkeeping.","","2026-07-22",""
"Grant Matthewson","B","Chartered certified accountants","Norwich (wider Norfolk)","Wymondham","NR18 0PN","","https://www.grantmatthewson.co.uk/","no","William Gallop","Director","mail@grantmatthewson.co.uk","generic","https://www.grantmatthewson.co.uk/about-us","A Wymondham chartered certified accountancy practice serving SMEs and individuals across Norfolk.","","2026-07-22",""
"Grant Matthewson","B","Chartered certified accountants","Norwich (wider Norfolk)","Wymondham","NR18 0PN","","https://www.grantmatthewson.co.uk/","no","Laura Gallop","Director","","","https://www.grantmatthewson.co.uk/about-us","A Wymondham chartered certified accountancy practice serving SMEs and individuals across Norfolk.","","2026-07-22",""
"Somerville Financial Services","A","Financial services (Somerville Group)","Norwich (wider ring)","Thorpe St Andrew","NR7 0LB","","https://www.somerville.co.uk/","no","","","enquiries@somerville.co.uk","generic","https://www.somerville.co.uk/contact/","The Norwich (Broadland Business Park) office of the Somerville Group financial-services firm.","","2026-07-22",""
"Loveday & Partners","A","Wealth management / financial planning","Norwich (wider ring)","Thorpe St Andrew","NR7 0WG","11-50","https://lovedayandpartners.com/","no","Mark Loveday","Founder / Director","mark@lovedayandpartners.com","inferred","https://lovedayandpartners.com/contact-us/","An independent, family-run wealth manager at Broadland Business Park, Thorpe St Andrew. [email pattern: firstname@lovedayandpartners.com]","","2026-07-22",""
"Loveday & Partners","A","Wealth management / financial planning","Norwich (wider ring)","Thorpe St Andrew","NR7 0WG","11-50","https://lovedayandpartners.com/","no","Simon Loveday","Director","","","https://lovedayandpartners.com/contact-us/","An independent, family-run wealth manager at Broadland Business Park, Thorpe St Andrew. [email pattern: firstname@lovedayandpartners.com]","","2026-07-22",""
"Chadwicks","A","Chartered financial planners / wealth management","Norwich (wider ring)","Cringleford","NR4 7TJ","","https://www.chadwicks.co.uk/","no","Lee Nguyen","Associate Director (Chartered Financial Planner)","","","https://www.chadwicks.co.uk/team/","A firm of independent Chartered Financial Planners at Norwich Research Park, Cringleford.","","2026-07-22",""
"Andrew Parker Associates","B","Accountancy practice","Norwich (wider ring)","Taverham","NR8 6HW","","https://www.a-parker.co.uk/","no","","","","","https://www.a-parker.co.uk/","A Taverham accountancy practice serving individuals, sole traders, partnerships and limited companies.","","2026-07-22",""
"Quinneys Chartered Certified Accountants","B","Chartered certified accountants & business consultants","Norwich (wider ring)","Hellesdon","NR6 5DR","","https://www.quinneys.info/","no","Bill Quinney","Founder / Principal","","","https://www.quinneys.info/","A Hellesdon firm of chartered certified accountants and business consultants, established 1989.","","2026-07-22",""
"Acorn Wealth Management Group","A","IFA / wealth management","Norwich (wider ring)","Poringland","NR14 7XP","","https://www.awmg.co.uk/","no","Ian Howell","Director / Owner (IFA)","","","https://www.awmg.co.uk/","An independent financial adviser in Poringland covering pensions, investments and business/family protection.","","2026-07-22",""
"Fairhead Bradford","B","Chartered accountants / audit & tax","Norwich (wider Norfolk)","Ketteringham (Wymondham)","NR18 9RS","~12","https://www.fairheadbradford.co.uk/","no","","","","","https://www.fairheadbradford.co.uk/about-us/","A small Norfolk firm of chartered accountants and registered auditors near Wymondham, with Great Yarmouth and Stalham offices.","","2026-07-22",""
"Barratt & Cooke","A","Stockbroking / investment management","Norwich (city centre)","Norwich","NR1 3DW","","https://www.barrattandcooke.co.uk","no","William Barratt","Chairman","williamb@barrattandcooke.co.uk","published","https://www.barrattandcooke.co.uk/our-team/","One of the UK's oldest independent stockbrokers (founded 1880) and private-client investment managers, with c.GBP1.5bn under management in Norwich.","","2026-07-22",""
"Barratt & Cooke","A","Stockbroking / investment management","Norwich (city centre)","Norwich","NR1 3DW","","https://www.barrattandcooke.co.uk","no","Sam Barratt","Chief Executive Officer","samb@barrattandcooke.co.uk","published","https://www.barrattandcooke.co.uk/our-team/","One of the UK's oldest independent stockbrokers (founded 1880) and private-client investment managers, with c.GBP1.5bn under management in Norwich.","","2026-07-22",""
"Barratt & Cooke","A","Stockbroking / investment management","Norwich (city centre)","Norwich","NR1 3DW","","https://www.barrattandcooke.co.uk","no","William Mellor","Investment Director","williamm@barrattandcooke.co.uk","published","https://www.barrattandcooke.co.uk/our-team/","One of the UK's oldest independent stockbrokers (founded 1880) and private-client investment managers, with c.GBP1.5bn under management in Norwich.","","2026-07-22",""
"SG Wealth Management","A","Wealth management / financial planning","Norwich (city centre)","Norwich","NR3 3SA","","https://www.sgwealthmanagement.co.uk","no","Henry Gaskin","Managing Director","","","https://www.sgwealthmanagement.co.uk/about-us/meet-the-team","An award-winning firm of Chartered Financial Planners in Norwich offering wealth management and financial planning.","","2026-07-22",""
"SG Wealth Management","A","Wealth management / financial planning","Norwich (city centre)","Norwich","NR3 3SA","","https://www.sgwealthmanagement.co.uk","no","David Tooley","Director of Client Advice / Chartered Financial Planner","","","https://www.sgwealthmanagement.co.uk/about-us/meet-the-team","An award-winning firm of Chartered Financial Planners in Norwich offering wealth management and financial planning.","","2026-07-22",""
"Smith & Pinching","A","IFA / wealth management","Norwich (city centre)","Norwich","NR3 2RY","","https://www.smith-pinching.co.uk","no","Carl Lamb","Managing Director","","","https://www.smith-pinching.co.uk/contact-us/norwich/","A Norwich chartered firm providing independent financial advice for over 50 years.","","2026-07-22",""
"Smith & Pinching","A","IFA / wealth management","Norwich (city centre)","Norwich","NR3 2RY","","https://www.smith-pinching.co.uk","no","Scott Pinching","Financial Director","","","https://find-and-update.company-information.service.gov.uk/company/01471683","A Norwich chartered firm providing independent financial advice for over 50 years.","","2026-07-22",""
"Almary Green","A","IFA / financial planning","Norwich (city centre)","Norwich","NR3 2RY","~23","https://www.almarygreen.com","no","Carl Lamb","Managing Director","","","https://www.almarygreen.com/","An established Norwich independent financial adviser (~23 staff).","","2026-07-22",""
"Investing Ethically","A","IFA / ethical financial planning","Norwich (city centre)","Norwich","NR3 2AW","","https://www.investing-ethically.co.uk","no","Phil Cockrell","Director & Chartered Financial Planner","","","https://www.investing-ethically.co.uk/our-team/","A firm of chartered financial planners in Norwich, founded 2000, specialising in ethical and sustainable investment.","","2026-07-22",""
"Investing Ethically","A","IFA / ethical financial planning","Norwich (city centre)","Norwich","NR3 2AW","","https://www.investing-ethically.co.uk","no","Andy Hockaday","Director & Chartered Financial Planner","","","https://www.investing-ethically.co.uk/our-team/","A firm of chartered financial planners in Norwich, founded 2000, specialising in ethical and sustainable investment.","","2026-07-22",""
"RockWealth","A","IFA / chartered financial planning","Norwich (city centre)","Norwich","NR3 1DD","","https://www.norwichifa.co.uk","no","Matthew Frary","Director","norwich@rockwealth.co.uk","generic","https://www.norwichifa.co.uk/","An evidence-based-investing independent financial adviser in Norwich.","","2026-07-22",""
"GreenSky Wealth","A","IFA / financial planning","Norwich (city centre)","Norwich","NR3 3AD","","https://greenskywealth.co.uk","no","Paul Holiday","Director (Founder)","","","https://find-and-update.company-information.service.gov.uk/company/07103441/officers","A whole-of-market chartered independent financial adviser in Norwich, founded 2009.","","2026-07-22",""
"GreenSky Wealth","A","IFA / financial planning","Norwich (city centre)","Norwich","NR3 3AD","","https://greenskywealth.co.uk","no","Andrew Crawford","Director (Founder)","","","https://find-and-update.company-information.service.gov.uk/company/07103441/officers","A whole-of-market chartered independent financial adviser in Norwich, founded 2009.","","2026-07-22",""
"Premier Financial Group","A","IFA / mortgages & investments","Norwich (city centre)","Norwich","NR1 1RY","","https://premierfinancialgroup.co.uk","no","Ian Goody","Managing Director","","","https://premierfinancialgroup.co.uk/meet-the-team/","A family-run, directly FCA-authorised independent financial adviser in Norwich covering mortgages and investments.","","2026-07-22",""
"Premier Financial Group","A","IFA / mortgages & investments","Norwich (city centre)","Norwich","NR1 1RY","","https://premierfinancialgroup.co.uk","no","Angela Goody","Finance Director","","","https://premierfinancialgroup.co.uk/meet-the-team/","A family-run, directly FCA-authorised independent financial adviser in Norwich covering mortgages and investments.","","2026-07-22",""
"Roberts Mackie Winstanley","A","IFA / financial planning","Norwich (city centre)","Norwich","NR1 1UH","","https://www.rmw-ifa.co.uk","no","","","","","https://www.rmw-ifa.co.uk/","A Norwich independent financial adviser (since 1994) specialising in pensions and lifetime planning.","","2026-07-22",""
"Brancaster House Financial Planning","A","IFA / financial planning","Norwich (city centre)","Norwich","NR1 3DY","","https://www.brancasterhouse.co.uk","no","Shane Julian","Joint Managing Director","","","https://www.brancasterhouse.co.uk/","A Norwich independent financial adviser offering financial planning to private clients.","","2026-07-22",""
"Brancaster House Financial Planning","A","IFA / financial planning","Norwich (city centre)","Norwich","NR1 3DY","","https://www.brancasterhouse.co.uk","no","Nick Halls","Joint Managing Director","","","https://www.brancasterhouse.co.uk/","A Norwich independent financial adviser offering financial planning to private clients.","","2026-07-22",""
"Seeker Financial Planning","A","IFA / financial planning","Norwich (city centre)","Norwich","NR3 1HF","","https://www.seekerfinancial.co.uk","no","Trevor Griffin","Director","","","https://www.seekerfinancial.co.uk/","A Norwich financial planning firm based in Tombland.","","2026-07-22",""
"Jones Financial","A","IFA / financial planning","Norwich (city centre)","Norwich","NR2 4SF","","https://jonesfinancial.co.uk","no","","","","","https://jonesfinancial.co.uk/","A Norwich independent financial adviser serving individuals and businesses across Norfolk.","","2026-07-22",""
"GLX","B","Chartered accountants / advisory","Norwich (city centre)","Norwich","NR1 1UA","","https://www.glx.co.uk","no","Jack Presland","Managing Director","info@glx.co.uk","generic","https://www.glx.co.uk/the-team/","A firm of independent chartered accountants in Norwich specialising in outsourced finance-director and advisory work.","","2026-07-22",""
"GLX","B","Chartered accountants / advisory","Norwich (city centre)","Norwich","NR1 1UA","","https://www.glx.co.uk","no","Graham Lewis","Founder","info@glx.co.uk","generic","https://www.glx.co.uk/the-team/","A firm of independent chartered accountants in Norwich specialising in outsourced finance-director and advisory work.","","2026-07-22",""
"M+A Partners","B","Chartered accountants / tax","Norwich (city centre)","Norwich","NR1 4DJ","90+","https://www.mapartners.co.uk","no","Alistair Fish","Partner","alistair.fish@mapartners.co.uk","published","https://www.mapartners.co.uk/about-us/the-partners/","An independent Norwich firm of chartered accountants since 1917 (10 partners, 90+ staff).","","2026-07-22",""
